id,market,target,pred
66955,Market A,19.332,4.265503580477933
66961,Market A,14.068,26.617636180927917
66967,Market A,17.789,36.72659029884135
66973,Market A,29.77,44.3734926744939
66979,Market A,38.357,52.861977258883634
66985,Market A,29.998,59.70265202255314
66991,Market A,14.854,38.0022770793363
66997,Market A,12.881,37.74031668041186
67003,Market A,8.786,36.82454852821207
67009,Market A,3.09,27.54228263573315
67015,Market A,0.099,22.41851512450102
67021,Market A,-0.826,21.33674532777612
67027,Market A,-4.559,20.801914662186384
67033,Market A,4.71,9.222831572780223
67039,Market A,9.263,13.507182324457737
67045,Market A,25.249,19.456254079869645
67051,Market A,41.983,13.95046357299072
67057,Market A,19.043,-1.3969371485773365
67063,Market A,15.644,21.90928808930112
67069,Market A,17.771,48.61309017947159
67075,Market A,18.651,49.41864844686157
67081,Market A,32.305,27.689744049011203
67087,Market A,33.873,14.956078259450543
67093,Market A,27.527,10.223640105179832
67099,Market A,41.66,26.16946130757865
67105,Market A,40.831,28.92742355084676
67111,Market A,33.212,11.39049715352504
67117,Market A,15.574,25.944854640280205
67123,Market A,5.085,32.780039661504894
67129,Market A,5.172,36.836264882979464
67135,Market A,10.031,35.51665764677753
67141,Market A,6.613,25.278946184048543
67147,Market A,0.284,16.79147999321139
67153,Market A,-0.222,7.897278306819288
67159,Market A,-0.206,15.043677266169674
67165,Market A,-0.405,15.880039170396977
67171,Market A,11.007,25.36871581307591
67177,Market A,25.065,30.659685115871262
67183,Market A,26.349,38.5935917691465
67189,Market A,32.994,52.59676797568465
67195,Market A,22.999,66.15504997977108
67201,Market A,23.461,63.16389062390228
67207,Market A,22.15,75.19263333743763
67213,Market A,61.744,114.87123776590602
67219,Market A,264.108,131.16942820732524
67225,Market A,66.791,163.01815509286942
67231,Market A,27.564,45.35302773084599
67237,Market A,19.892,40.26807414489781
67243,Market A,26.068,55.49990931282086
67249,Market A,18.451,47.39699376447054
67255,Market A,14.649,44.97808029007433
67261,Market A,18.136,42.467198205839146
67267,Market A,24.43,59.79922590678532
67273,Market A,25.37,59.2056678040935
67279,Market A,20.177,46.618803282573104
67285,Market A,17.132,47.447530712444625
67291,Market A,13.893,24.12054670677815
67297,Market A,11.648,35.97398936263957
67303,Market A,11.552,46.262372430856885
67309,Market A,15.107,57.97510746511895
67315,Market A,12.836,64.81369739752108
67321,Market A,10.154,69.31057401510972
67327,Market A,9.858,64.46159976546633
67333,Market A,14.8,70.63282302151383
67339,Market A,34.178,99.15460602843984
67345,Market A,37.119,107.66070871702179
67351,Market A,86.444,117.58538094772643
67357,Market A,458.39,202.94266432520465
67363,Market A,391.546,616.2626584140496
67369,Market A,93.374,412.38884613676805
67375,Market A,59.619,127.35675847279063
67381,Market A,45.193,113.75855911340476
67387,Market A,30.708,83.78758944848639
67393,Market A,25.883,77.99798037246318
67399,Market A,19.265,74.21728958750515
67405,Market A,21.698,93.00083305317328
67411,Market A,39.717,108.30751123135184
67417,Market A,24.474,96.77712164151367
67423,Market A,24.884,77.8095844016739
67429,Market A,21.646,66.16037412739624
67435,Market A,19.068,50.365774293425865
67441,Market A,17.991,57.01098995905191
67447,Market A,15.579,76.89051502047705
67453,Market A,13.381,58.76097479050487
67459,Market A,13.623,59.868984771755464
67465,Market A,13.666,98.09232919900646
67471,Market A,16.435,88.19807063826347
67477,Market A,19.405,75.43284566704764
67483,Market A,21.331,79.11944429725071
67489,Market A,20.428,78.75357552426625
67495,Market A,23.764,80.76449545244947
67501,Market A,33.714,84.12940811914936
67507,Market A,35.04,95.05082328471022
67513,Market A,23.1,75.47989548045366
67519,Market A,24.787,56.50043493966692
67525,Market A,30.173,70.2278701918436
67531,Market A,27.436,49.96142457538009
67537,Market A,21.589,53.57356969604863
67543,Market A,12.959,46.20754592938619
67549,Market A,11.581,47.99181918982551
67555,Market A,8.941,44.59160178918656
67561,Market A,11.767,51.146735639649535
67567,Market A,14.334,55.01834516370008
67573,Market A,12.359,46.96995678047209
67579,Market A,11.252,41.29388979834895
67585,Market A,12.879,38.792164006021416
67591,Market A,16.506,46.023341955401406
67597,Market A,20.767,39.89350030641585
67603,Market A,25.954,67.73610347166019
67609,Market A,31.483,72.63906960955856
67615,Market A,29.704,65.11871105783045
67621,Market A,27.073,59.613393227366046
67627,Market A,23.726,58.89256099697626
67633,Market A,26.055,36.440647854063265
