id,delivery_start,market,target,pred,fold
131371,2025-08-17 00:00:00,Market A,55.553,55.43110245494711,1
131372,2025-08-17 00:00:00,Market B,27.552,45.098569502955776,1
131373,2025-08-17 00:00:00,Market C,36.494,54.4021647202703,1
131374,2025-08-17 00:00:00,Market F,35.566,81.62067768906726,1
131375,2025-08-17 00:00:00,Market D,34.509,49.667100029234334,1
131376,2025-08-17 00:00:00,Market E,25.946,42.50541773327757,1
131377,2025-08-17 01:00:00,Market A,93.582,39.24261226196522,1
131378,2025-08-17 01:00:00,Market B,21.968,40.148326885692505,1
131379,2025-08-17 01:00:00,Market C,33.153,4.724906072445993,1
131380,2025-08-17 01:00:00,Market F,30.983,-3.206949468908149,1
131381,2025-08-17 01:00:00,Market D,31.02,-8.49577815741916,1
131382,2025-08-17 01:00:00,Market E,22.813,-3.842618638273052,1
131383,2025-08-17 02:00:00,Market A,178.885,-0.03302552087983113,1
131384,2025-08-17 02:00:00,Market B,26.418,16.592209313014138,1
131385,2025-08-17 02:00:00,Market C,28.341,22.592519823952074,1
131386,2025-08-17 02:00:00,Market F,28.268,19.045407211061526,1
131387,2025-08-17 02:00:00,Market D,29.754,9.096927070064947,1
131388,2025-08-17 02:00:00,Market E,26.404,6.563138588205831,1
131389,2025-08-17 03:00:00,Market A,57.212,15.261404207699695,1
131390,2025-08-17 03:00:00,Market B,18.771,138.5340244938368,1
131391,2025-08-17 03:00:00,Market C,23.872,88.23985169823902,1
131392,2025-08-17 03:00:00,Market F,25.284,83.40995315412843,1
131393,2025-08-17 03:00:00,Market D,24.563,87.83208628632585,1
131394,2025-08-17 03:00:00,Market E,20.396,92.17858855519168,1
131395,2025-08-17 04:00:00,Market A,30.403,96.94374833037294,1
131396,2025-08-17 04:00:00,Market B,20.228,129.61756484392063,1
131397,2025-08-17 04:00:00,Market C,22.632,144.6079831187324,1
131398,2025-08-17 04:00:00,Market F,23.064,120.30675610622798,1
131399,2025-08-17 04:00:00,Market D,22.811,120.64551977580128,1
131400,2025-08-17 04:00:00,Market E,20.634,129.6843452539571,1
