id,market,delivery_start,target,base_value,prediction,shap__global_horizontal_irradiance,shap__diffuse_horizontal_irradiance,shap__direct_normal_irradiance,shap__cloud_cover_total,shap__cloud_cover_low,shap__precipitation_amount,shap__air_temperature_2m,shap__apparent_temperature_2m,shap__dew_point_temperature_2m,shap__freezing_level_height,shap__relative_humidity_2m,shap__convective_available_potential_energy,shap__convective_inhibition,shap__wind_speed_80m,shap__wind_direction_80m,shap__wind_gust_speed_10m,shap__wind_speed_10m,shap__solar_forecast,shap__wind_forecast,shap__load_forecast,shap__load_forecast_lag_1,shap__load_forecast_lag_2,shap__load_forecast_lag_6,shap__load_forecast_roll_mean_6,shap__load_forecast_roll_mean_24,shap__wind_forecast_lag_1,shap__wind_forecast_lag_2,shap__wind_forecast_lag_6,shap__wind_forecast_diff_1,shap__wind_forecast_diff_6,shap__wind_forecast_roll_mean_6,shap__wind_forecast_roll_mean_24,shap__solar_forecast_lag_1,shap__solar_forecast_lag_2,shap__solar_forecast_lag_6,shap__solar_forecast_diff_1,shap__solar_forecast_roll_mean_6,shap__solar_forecast_roll_mean_24,shap__residual_load_lag_1,shap__residual_load_lag_2,shap__residual_load_lag_6,shap__residual_load_roll_mean_6,shap__residual_load_roll_mean_24,shap__gustiness_10m,shap__gust_ratio_10m,shap__ws_ratio_80_10,shap__wind_dir_sin,shap__wind_dir_cos,shap__clear_sky_proxy,shap__cloud_low_share,shap__temp_dew_spread,shap__temp_apparent_gap
111146,Market B,2025-04-04 21:00:00,29.979,28.34440085818589,4.680341493669097,0.07826837108351507,-0.16841420913050545,-0.020122336098566333,-0.033172570196814445,-0.044857469418075106,0.045041487053883875,0.5155076227922225,0.5023148914473138,-0.10827935161420796,1.0375910294023754,-0.2221023492358869,-1.8305313923095363,-0.08159560016891396,-9.650669752242974,0.2307670897168443,-1.8911732990884966,-0.9805632369842119,5.470839435316158,-1.544099404069528,1.2589736620525402,0.13486867586906326,0.6619545326014247,0.13287046111514467,-0.22598995534570793,-0.9193841487351105,-2.7798119229394502,-0.7249208230476737,0.369016991571567,-0.7748311782483028,-3.308021184200196,-0.24382325218818687,0.9125577913383708,0.14687062880838175,0.0667441829358152,0.11057284739810734,-1.4466638117033106,0.23149153676720294,-2.384208583356191,-2.148673387564847,0.5645874749742767,-0.18762511000472684,-0.25935392647609484,1.2910508657714246,-1.555807097079125,-0.9652081572664991,0.2263113092502562,0.4431023042402466,-4.16340445583236,0.09084583054881754,-0.007946632510317167,-0.4762830407000985,0.9613292511841189
118093,Market A,2025-05-23 03:00:00,50.353,28.34440085818589,20.43607396883855,-0.19711599513055597,-0.02974893055967547,0.09125309271623695,-0.11230174247108929,-0.24459221466582576,0.04487054318005877,-2.03635463463862,4.202821082516064,-0.3918558121375395,-1.1687493335058705,-0.38315091377071153,0.7991549829986848,0.8057060404549949,-13.122494200575561,0.23074012260661286,-1.5899454636983068,-1.2082289977779828,6.855469315723575,-3.4622281017204846,0.09581406790424703,0.7508938079485407,0.1207857216894209,-0.043072718806860456,-0.2632110035023475,1.01827046516013,-2.749450200552093,-0.6609089944816062,0.33532781988719607,0.5697507861752321,0.9112813365318394,-0.26157136347403076,0.6856769509936038,0.300618611345933,0.9152431505626228,-0.04331026689021123,-1.5832731166588239,0.09263037179167412,8.066275202462046,-2.7004754799910886,-0.5448868744105984,0.7718222081244628,-0.2547163125609464,0.4021458130846559,-0.9732666551199302,-0.17634788920427405,0.1511734086923139,-2.082601727983917,-0.16902651482583958,0.1231537950928994,-0.4032804035152521,-0.6749969265313938,1.281957202171058
79272,Market E,2024-08-26 12:00:00,30.914,28.34440085818589,40.00387212862768,-0.19355178094154574,0.20566227478993138,-0.5155878013714829,0.02409074488089138,-0.1417353109805208,0.0050187207236182495,-0.18400649497003688,-2.2950156590709065,-1.2682225749516132,-1.207732723070698,-0.3601450597759192,0.45787667798567344,-0.04007861079219378,4.9195818372920685,0.3700853206015233,1.2068065661553717,0.9596287043742896,-11.865343888541766,8.882274495488632,4.356178689177447,0.3520876052366832,-0.08054764825103418,-0.24824980561577026,-1.398381618996508,-6.777299532707495,6.091096445570774,3.117500582416611,1.6085550251448986,0.9852013836663013,-0.0924711407323179,-1.3143770564457253,-2.744494330865763,-0.7098950226339344,0.9076815227352085,-0.6101222087870151,-4.541111437917708,0.9120626605978979,-0.137985455729427,31.575628983148068,0.9115918054788028,-0.19445283472063726,0.30283491200430773,-20.014883450688412,-0.1603942368110699,0.262115956247786,1.5732676505178445,0.8466156065533398,0.33516714592338964,0.03292555471990673,-1.686245940589998,0.38125838504866916,-1.1409923600787215
58577,Market D,2024-04-04 19:00:00,557.836,28.34440085818589,147.56972632994268,0.5605719495543698,0.8277221907577317,0.2591435060625632,-0.24562346357744222,-0.07523055717309678,-0.13479318050812447,-0.029737881368103434,1.601719084525387,1.091243919718706,2.20829130601621,8.992605099986848,-1.127014919071692,-0.07200543454489076,-0.6848549119366368,0.07289753439417448,-2.063699274739705,-0.6074494640861795,12.724268179089918,3.333016659131391,-0.6012221639807914,1.3425945774311634,0.7015813815736547,-0.17479056359360043,1.667403317659861,13.095920469448842,5.899852746081267,4.5454566707861535,1.4267364040141377,-2.6085195779008736,-4.665395750804937,5.2368648668971725,0.3835928528075353,0.978177771351702,-0.35504719282082114,1.9714353004795049,62.56912292516054,-0.5229804406203937,3.042729440355524,-11.426533974359526,-5.824225507190075,-2.4251802404670597,-2.8273931266229226,10.332804943221412,0.31667704884139936,0.3388539419400158,0.36825662868260045,-0.10774789091136744,0.5893553101337253,1.2125558396974796,0.48607829083845716,6.413402243656046,1.2138385877395528
113465,Market D,2025-04-20 23:00:00,35.86,28.34440085818589,60.392540037790205,-0.8775860217784284,-1.4198752383301925,-0.06626493477117422,-0.006042509619477369,0.0595449289580297,0.047751950956910524,-3.417924580990984,-0.017381072913525482,-0.7269489854756132,-1.3652831917515056,-0.048429099877152285,-1.8331666089318743,-0.4447076745699008,7.9700655640303895,0.3294244180487374,1.0744439060736735,1.5126881595822355,12.270032613915772,4.374714922743531,-5.449702837907695,-0.2546441523658118,-0.5625114536928871,-0.4991336589862719,-2.6608177780023117,0.10114645326761394,5.570726899746394,2.596367951876834,2.149599739627736,-4.085264731401754,0.08460407543993892,4.393255850575098,0.7281957780025691,-0.35176063721578166,0.28279058248443223,0.5951837705907556,-7.68707868622556,-2.6061942266837823,-0.4127926919193188,12.61083037265382,0.5955574851564049,-0.23385587455825793,-0.417233456472244,13.079385885017762,-0.6446462442470138,-2.990093703021906,0.6736781458340073,-0.7242441789112826,1.1486350613752399,-0.04695029688303014,0.4992287510908203,-1.4493167280370556,0.6001371680975174
130118,Market B,2025-08-08 07:00:00,21.794,28.34440085818589,22.032229301498802,0.08024078318674772,0.0009940289542521063,-0.02908045921254434,0.13995647863151242,-0.06087473553874253,0.00697035457529865,-1.7220324606492805,3.3367749448546746,-0.679542543254269,-0.360881701821105,-0.631861659726559,1.1256812894102655,-2.087172240760411,-2.8207597260334585,-0.4130706153702913,-0.6835092377673587,0.1541953907487805,3.8699342434704644,-2.080914214173795,1.6655385569944066,-0.09014826080387131,0.06315822590583237,-0.15861361635727034,-0.2259127444519386,-0.4889364162471291,-2.9872730705316415,-0.9044265268775837,-0.4162593399896203,0.4610802881775862,1.1134688461237197,-0.2339966238337154,0.1300614976237901,-0.33386647605295033,0.2881450047296218,-0.16901799900105177,-3.6380655492849665,-0.24817416885627575,6.5780079870095385,1.8748898393188698,-0.5214514878446445,-0.14659797532683566,-0.23824588736908112,-0.30174881367103595,-0.16586919038717524,0.004448934321919643,-2.759828534364655,-0.6208805736804339,0.09924504001907106,0.15865147846429797,0.22291104274358167,-0.8755239775878292,-0.5919889851237773
58016,Market B,2024-03-31 22:00:00,8.62,28.34440085818589,8.55533920743763,-0.09484235219435146,-0.09972949753972206,0.041701941666563436,0.40423729600426084,-0.1224477972155343,-0.040996497860561754,0.0776231988397654,2.1923847228407918,-0.6219086116017779,-0.7074931885368484,-0.374539033342976,3.3035608506848804,1.270926627741053,-9.121914912805078,0.1511772120880972,-1.0342257006189057,0.2456089103662883,5.065239483771127,-4.839527380561444,-1.082134328401646,0.7218859449724869,0.5669806793714276,0.17450192948370039,0.22902662448913297,4.717155437830491,-3.4438331191634104,-0.6569458360317026,-1.2033366296068042,-0.8467965371088033,-1.5372433265437924,-0.24880316184763382,0.012708128763159444,0.2742125451837402,0.5195012335345647,0.27795949151785765,-2.0095854503739408,0.31633011924357196,-1.855042783559038,-6.723063744732626,-0.024299671060500495,-0.921701661172471,-0.5811618838933817,2.3453477886884007,-0.2612930533675291,-0.2151576331682916,-4.4708924175287255,0.1784885973331594,0.9938206192447544,0.10785759575415495,-0.06778952456416308,-0.17058086318749416,-0.6000120325725712
64660,Market F,2024-05-17 01:00:00,20.665,28.34440085818589,36.86301678155194,-0.3877618741152003,-0.34654063287437525,-0.03932332345238855,-0.1244630500379134,-0.2841087104691175,0.03454042579603208,-4.282427659452437,-3.1955686370802563,-2.2897919346808213,-1.2941264576046112,-1.091506919149721,9.865748442886792,-0.2539559026410534,3.6513106562261113,0.5050493918409829,-0.6754133465329659,0.31084761345412476,11.181888036792929,4.925011921317594,-2.7227289627671016,0.0030097287334110985,-0.18620263997056558,0.0478681869684351,-0.6860158766587481,-1.2182956667803666,5.260848527874184,-0.7269056166771521,0.8209021623597628,0.6651857248119359,1.9344052049824847,-0.10206315151301294,-2.1699431270307286,0.043955894686073665,-0.5879672249008272,-0.08314294961855453,-4.195301097916178,-0.18868219776761833,-4.823049135655336,3.3258944008309252,-0.4776035898945408,1.0831432928134401,-0.4963638656404767,2.677511091411355,-0.32115527730436794,0.874096047953829,-0.13946221532079717,0.1293770953658523,-0.5768441744557334,-0.16683393682863257,-0.5341578138097196,-3.185781815109992,-0.9684891400288633
113469,Market C,2025-04-21 00:00:00,29.361,28.34440085818589,32.3833542779017,-0.1157135226503936,-0.11864800194019734,-0.17470356233884424,0.28255492031201096,0.3142961302210122,0.01533149170658435,-0.18381157554576652,2.1406704608457914,0.46342716681633966,-1.4903595554088924,-0.8658400500711776,7.085854886193634,-0.032400322722172525,4.069774555555166,0.4145957880595842,1.592000985045688,1.053795366513068,6.955351802337877,0.1263980348560969,-8.139991350221573,0.38475621104120106,-0.5298851602828397,0.13187868389911186,-1.8107098705819111,-0.4841285910165455,0.6151917082426834,2.755316192860638,-0.9691407318750704,-5.8701304207104466,-4.024032448208268,1.99846062320815,-1.0891306284841475,0.7176372620677078,0.09282886691191197,0.1823330215486059,-5.749000388278607,0.06871824638050353,0.15263180552243844,3.6686082329841407,-0.19419843516920032,-0.1508506945858629,-0.7358433297883691,6.507312170356411,0.2740620049830677,-0.10314630086343649,-4.297190273831081,-0.07618893860362541,1.1330434111645122,-0.06789093173669056,-0.39107309408903534,-1.0596545835304467,-0.43421384738351504
110066,Market B,2025-03-28 09:00:00,28.731,28.34440085818589,34.203261077048346,0.35503530502375297,0.6998482546524472,0.19053226730686829,0.38572400103548343,0.4134346397020377,0.01418175639751776,-0.3480503937452739,0.7571348647352633,-0.6582630636130958,0.7674840887887627,-0.2717365079057462,-1.868337672355687,-0.0062440174835988824,4.011280016825434,0.22469194615145963,1.0682004544388484,0.11641300319298667,-8.002466270820953,3.193207473924272,0.11501199812700695,0.06718245400892595,-0.1267338492740874,-0.6235594618562457,-1.404592911481725,0.7155272153675052,2.720879424088448,0.11572186234022999,0.6168066104778226,0.4608126735737825,0.9838518144141044,0.551493378292212,-0.8995378861069292,0.41399227636771174,-0.14493271313492448,-0.33556321150090146,-5.833247118502662,-0.2947561006059966,-1.437495793552218,4.766403337109839,-0.6307836021023306,0.2321849231373637,-0.8118495203321568,3.4205071190967193,0.1746587743797599,0.4005111434976271,0.5844923102094718,0.12287108839407594,1.3108699876293743,0.1155484608346727,-0.17240756869271506,-0.4359141237090129,0.07883708211692673
93314,Market B,2024-12-02 00:00:00,32.699,28.34440085818589,51.06839241637155,0.29457765314848244,0.2322085048534217,0.007091417758031188,-0.04267380368135965,0.0742570202245213,0.00029008104350996167,7.191540183848097,2.605776528614273,6.484481549788034,5.004825134756857,-1.1416396743098107,-1.9591346145649655,-0.5467256074626704,5.577679082178126,-0.08133301606233158,0.37888307136504745,0.8913320136585167,11.656209459170308,4.761687203225957,-5.578851718889021,-0.6885945522978401,0.004404203377585637,0.047151825650662026,-1.0964484538297028,-7.0835406060109,3.9769797022092033,0.7105288215856922,-0.11813690079898355,-0.036299115993089805,-0.8423554270056225,0.2603274026165059,2.9676547190261595,1.4732517514198966,-0.06197182028716563,-0.0054829480966480494,-3.054267267967265,0.6768466012888943,-6.115399435805029,-2.5015758635827394,0.4698914268697305,1.0330787928514988,-0.1965685727493317,-2.1563048279368227,-0.3294655232548064,-2.0540990047418797,1.384197949507147,-0.8927215642585455,1.1325623274842749,0.118847766753067,-0.04491382111779333,-1.8215078442643506,1.757441348880776
68988,Market E,2024-06-16 02:00:00,6.526,28.34440085818589,12.38990091655157,-0.03690182622726514,-0.06275408538726916,0.09535269675168703,-0.3223014326952748,-0.07787757696823415,0.0262676991786513,-2.240407626688673,1.7718160513255687,-1.0819187363222615,-1.173912166834772,-0.4641707665544779,2.0193043982170056,-0.1113708074043726,-10.727408746566937,0.08656317243600604,-1.1332500779079688,-1.4035207581739853,5.854115082514128,-2.0998550490905963,1.6601819690153206,-0.15826071793340982,-0.05185853815796932,0.1373094839940717,-0.29155487651412587,0.9211598344981649,-3.4752823622967894,-0.6839417006497441,-0.01842912690049495,0.3155855529275332,0.4711606453994585,-0.36937990349712074,1.2540114080477183,-0.10973516905214861,0.5104753606756275,-0.056243656543654645,-1.7622869903237852,0.026742042278359426,-1.4820286605656572,-3.667625486614427,-0.05170953208081058,0.36669507970505416,-0.182703517085104,-0.09867994928452843,0.01770662655517482,0.13929758532477785,0.24617452345455906,1.079384403918232,0.02167501733956172,0.08946881587814752,0.13256585460119258,-0.8853384753358332,1.0831950739873444
47609,Market D,2024-01-19 14:00:00,27.516,28.34440085818589,14.87410878633288,-0.6096888362564569,-0.43317544348775133,-0.7619586485296366,0.03510886322991533,0.023941014460956003,0.014919555053669783,-1.9380735124998518,0.05317267243810371,0.13123254216201052,-0.48400866136623844,0.37857334190925185,-1.6568866815887537,-0.8194193949304267,2.657106003144599,-0.12598853113481698,-1.303052751438693,-0.9877861901030676,-8.597528138317672,1.4095603446882115,1.395303002142307,-0.20646365201223166,-0.11065979048227882,-0.20520855577730854,-0.8855610073335194,-0.5251580820901592,-0.9227353512738675,-0.17252289219465414,-0.5225419194498698,0.9368182648261415,0.148502840913637,-0.20161746046403045,1.29417020159787,0.11888561897524885,0.42140951523164727,0.24016710955688966,-2.1286022035568735,0.20717080295711657,-2.6158364332169954,-1.4575639991831895,0.3473933296909395,-0.47140489665635527,-1.1099461056336182,2.6692442944966235,0.5529755640743004,0.6401110992215552,1.380833695971247,-0.05240403228357151,-0.491356497550789,-0.34464976526237945,-0.1050733403607837,0.6133537685011105,1.1066272573394835
44784,Market E,2023-12-30 23:00:00,8.473,28.34440085818589,11.563364234582185,-0.04395915224110174,0.12023774589205061,0.09181964787126297,-0.08810963614004691,-0.13159022857530428,-0.02052027616226583,4.191536093347051,1.6834592168747096,4.538346219543822,2.528601303511961,-0.12544490658547724,-1.995700438167571,-1.1194695572441953,-7.570728057019953,0.012608483387876174,-1.215861350061992,0.008162473365929205,7.36265924179835,-3.125213337283629,-2.4836668086117504,-0.5506465943403253,-0.17091742492478018,-0.35483591670227593,-0.4620083496612912,0.9532471767987003,-2.6887405579022383,-0.7381909147164789,1.1689318617009383,0.059093781098949465,-4.48741661806507,0.2107969578573022,1.5811379028109203,0.42010997329670635,0.27636490686594034,0.1674302581310087,-1.4894829563629346,0.2913248636185115,-3.1909600289987363,-7.221678400720362,-0.22418594858469085,0.28595028988004767,-0.3755631279745934,1.9389420222474123,-0.616701123750156,0.17587936721082809,-5.391273353463611,0.09151268863588072,0.09877494242679619,0.2054914019010309,0.08032561561476127,-0.47380183927133235,1.0328858442395685
103015,Market A,2025-02-07 09:00:00,29.636,28.34440085818589,19.743626939341908,0.37167058212881554,0.22708221218310143,0.13879402222150894,0.11687539422235468,0.4107092430378252,0.015822449562421965,0.14744738575882665,0.9823785806333111,-0.05592357029474526,-0.4238338319128022,-0.13711728245000165,-1.9491210266830585,-0.22024553258627289,-0.07751847936365018,0.19573266099993783,-0.2629017078132817,0.03244269096177076,-8.304473922494962,1.4738049660917882,0.8622105368878711,0.4001019959795638,0.11911817435408391,0.08613604931333925,-1.0756604816393478,-0.9473029798605389,0.7609154621188048,0.3166017354001948,0.5663165380646819,0.3683076592340476,0.8451348396217232,0.3416343226605639,-1.4154464030363592,0.0871451467271676,0.250440240392826,-0.25277154129675866,-4.4673270830166345,0.018078433300427764,-1.3147559677429297,-1.6669516275633383,-0.1731986421829201,-0.3259934442535126,-0.738003543139221,2.5063340425520164,0.06984428510784015,0.44827642746690216,0.7283270835425744,0.11470052676073636,1.3682815855947883,-0.2474282643230945,0.06024632957839531,0.6869584615059684,0.3373313488432897
65603,Market D,2024-05-23 14:00:00,62.789,28.34440085818589,24.083343139781206,0.05880309655079229,-0.2296733226714412,-0.5111322951352789,-0.0764831708432116,-0.17855088850475892,0.004056954577075404,6.207942134702471,16.20149058320097,-1.3850191901701667,-1.1539522456896205,-0.7366459630377462,1.5139548353743262,5.284055152189524,-10.330394095509055,-1.0064526445235498,-1.3206943725517697,-2.233642936460367,-5.922198312009375,-1.1936282753411993,4.803975513659441,-0.1645293960333644,0.31164204249177374,-0.27376960810605244,0.052109363155835815,-1.2696638685709367,-1.6615985994095774,-0.571513672609645,0.07892102146299838,-0.48281908678532337,0.20766652276184383,-0.5342518000314338,-0.7987803387851974,1.067479874841934,0.5233757813917463,0.822809612151249,-1.4973030387954565,0.13670509864894007,0.3683624643235981,-1.6973551312695137,0.3279043641789265,-0.03088501190692194,-0.5041269720557909,0.7791368565014036,0.5146108877973392,-1.5581266963246723,0.2953356905866855,-0.04537234073716381,-2.860469714820527,-0.29470791192836526,-0.3725078112785731,-1.4762124742094718,-1.4489343828479753
67669,Market A,2024-06-06 23:00:00,38.102,28.34440085818589,27.230084601994562,-0.5062066699951931,-0.2522313176563842,-0.0011679332754876734,0.034999011917296305,0.019889509830654704,-0.0034575036426339454,-2.1636598860622787,-3.4258717260382507,-1.3561329839596912,-1.6780787909079655,-0.4384472345937818,3.8958684605718066,1.3857169053862086,0.919515144010121,0.2454153363404469,-1.5061865825411374,0.2557276077427973,6.379048596924153,-2.2209591919878275,1.6343581698369072,-0.5579661270489938,-0.019690090401133408,0.06611410256182591,1.463314384057015,0.6929572918989706,-3.1938239699227027,-0.9749631001454238,1.0687226296742893,0.32882258777792805,-4.022978611566052,0.34535961085740824,-0.7134580266192689,0.2742733750827623,0.31997584556997816,0.14540147258031066,-3.0147979871035977,-0.1932273537445768,-1.001857668005907,8.44046405447185,0.2553315584411819,-0.4516719907962136,2.0433722361703075,-3.60049028371082,-0.010069484405993433,0.28209705895040166,0.04773664377939725,0.15076659927651423,0.9365204761226987,0.057513964449539975,0.3208022684544898,-1.0158394943067928,-0.801167150490477
