id,target
133627,210.584393038362
133629,26.547974107927743
133630,27.80657564522811
133631,28.19590215796545
133633,26.7564753568464
133634,30.632591794259646
133635,168.65115300115457
133637,20.66783061194482
133638,24.75204375664926
133639,26.91545717595095
133641,23.000447610693264
133642,27.1178593027515
133643,154.0302317549045
133645,20.573780288911937
133646,26.669726658984782
133647,28.34600272121279
133649,28.544140810407534
133650,26.188688395871893
133651,151.9142671276923
133653,24.2483059197385
133654,23.54500012647543
133655,28.27571863635979
133657,30.58856846045535
133658,27.15691120095334
133659,156.86317026388485
133661,29.640930385563603
133662,22.27761756785342
133663,28.57249754152512
133665,31.699360484682355
133666,29.587542626072036
133667,156.7066145486379
133669,32.66615608279444
133670,25.04646864014886
133671,29.42453425043009
133673,33.387984921312885
133674,31.03838429037672
133675,142.84485531526596
133677,33.60815082973764
133678,24.919973742382304
133679,29.24585025164511
133681,34.09839533662816
133682,34.09773731929588
133683,126.02033189365238
133685,27.45828668071184
133686,25.423026507917506
133687,29.23229212362135
133689,34.22356185429827
133690,31.47239513373066
133691,75.61806702203839
133693,22.943409476985096
133694,24.686646356698045
133695,26.680863795506184
133697,35.157309360095546
133698,28.623745396452705
133699,66.28528804218696
133701,23.26069159748373
133702,24.589035199528826
133703,26.08335615871494
133705,35.7852934402873
133706,28.694373053950482
133707,50.43231417409711
133709,21.404859169482595
133710,25.92690320446289
133711,27.39957514407615
133713,34.520354321844025
133714,24.712860453653335
133715,46.940625666288604
133717,18.308945511947115
133718,22.31817004941563
133719,31.313280623298084
133721,36.152029756352505
133722,19.849255570435126
133723,45.66279771377291
133725,16.063657100751996
133726,22.18077603887445
133727,31.590824864616025
133729,41.12882706921819
133730,18.64765377722889
133731,43.72867430333928
133733,14.963048658501354
133734,32.53146203402354
133735,33.536951844461996
133737,48.43208040623337
133738,18.076069225398697
133739,50.150288627427734
133741,19.25686193008122
133742,39.266124388825425
133743,36.71814611652482
133745,53.437376413910755
133746,19.425316786808107
133747,52.07673952436096
133749,23.304296335978623
133750,47.30349526806992
133751,39.92826353051095
133753,54.20110953694868
133754,23.827736171264792
133755,67.23554064667783
133757,31.42476918703949
133758,50.99904979717877
133759,40.59464420468086
133761,57.74991686059759
133762,25.61204353209908
133763,61.470235320783644
133765,33.8165879785348
133766,55.821613970034264
133767,48.222530494216855
133769,62.11950708139261
133770,30.42268163740758
133771,94.63578393573246
133773,41.64763291403543
133774,70.25922650440411
133775,63.259493741222066
133777,68.10968240247003
133778,42.2427622415918
133779,128.1201828294938
133781,63.66552290462373
133782,100.35369567458615
133783,74.88193945531746
133785,72.28703623391812
133786,65.23834683288243
133787,126.47435605441527
133789,41.885149972756196
133790,76.84790242730932
133791,63.31796858667783
133793,62.30426887114193
133794,46.27701583665993
133795,113.65760388931103
133797,28.629634403806612
133798,58.02483303260563
133799,47.945317185377256
133801,47.7905774366435
133802,34.3301776639962
133803,115.94634106358745
133805,24.856624799981095
133806,37.65252471869908
133807,40.52209047929527
133809,41.24017688146835
133810,26.19240878922484
133811,118.03486050111347
133813,23.401365103337294
133814,29.78310943645378
133815,37.02121964137666
133817,40.62099349118283
133818,23.613473081183763
133819,112.75195845317292
133820,18.378623401919604
133821,26.583018660229452
133822,35.025701927057696
133823,39.260884979480274
133824,20.35847861909596
133825,111.50350358068737
133826,20.731898351650543
133827,25.016457380275313
133828,33.299288486519394
133829,37.498452027673736
133830,21.383412632084156
133831,115.81035509574346
133832,17.639321619317318
133833,25.24753010399545
133834,33.85272293447022
133835,35.20989247098482
133836,22.504618782349944
133837,112.11776542591616
133838,21.74929201413577
133839,25.161492840767337
133840,34.29541529040294
133841,32.199813740519964
133842,21.956805285725885
133843,112.36461819617669
133844,25.214331556541026
133845,25.335982355818608
133846,35.3935722178922
133847,33.29849391726812
133848,23.462187420333837
133849,107.19279386028725
133850,26.61947404092134
133851,27.644799682989525
133852,35.33342010146899
133853,34.501336351304836
133854,25.71136019513088
133855,97.71937522381498
133856,29.2074866135708
133857,30.05749089298111
133858,36.90429918598079
133859,37.697696783799756
133860,27.75351359669133
133861,89.38689682613108
133862,26.52858752945461
133863,30.223456434116947
133864,38.31854885017383
133865,43.415775909345115
133866,31.57025631422419
133867,65.78718270586769
133868,23.923885997836383
133869,27.091619398045506
133870,37.87966170721662
133871,47.02746641951564
133872,26.158559459719008
133873,49.236307434143164
133874,20.549804265715892
133875,30.857752714151378
133876,41.920575661093224
133877,50.872753755367825
133878,26.617105356691205
133879,47.00194504256122
133880,20.448902099397287
133881,31.45919891003191
133882,45.05023722483659
133883,50.430089307407606
133884,26.568175803728646
133885,53.83936018133438
133886,21.579638522440927
133887,27.58603734895729
133888,47.27623795295822
133889,53.539809039324865
133890,25.825022122567454
133891,58.00206570192341
133892,20.71419031705846
133893,29.941007437952752
133894,50.236813282364096
133895,57.37241716710933
133896,25.018731931980277
133897,65.15850354388913
133898,24.230306806051512
133899,38.192021091773775
133900,58.1645259584323
133901,61.06274963510651
133902,23.44870006459255
133903,68.06971267496891
133904,25.699346751253064
133905,46.416603136953384
