id,market,target,pred
59755,Market A,-22.098,-10.06957888010442
59761,Market A,-15.741,-9.764434190217111
59767,Market A,-19.143,-9.445659302241069
59773,Market A,-28.375,-10.200572394646352
59779,Market A,-31.386,-12.378377852278666
59785,Market A,-17.905,-10.37467120151289
59791,Market A,-4.008,-8.747256407651339
59797,Market A,-3.941,-1.8206686144790905
59803,Market A,-4.355,-5.26486212138893
59809,Market A,-4.259,-5.730089517804959
59815,Market A,-4.112,-3.4781292772166887
59821,Market A,-3.777,-2.4775986654118207
59827,Market A,-2.689,-1.9503793128901763
59833,Market A,-1.066,-1.4392814909370166
59839,Market A,-0.334,-0.07253504778152342
59845,Market A,-0.06,1.1825275658420324
59851,Market A,-0.226,-0.18966322883629505
59857,Market A,-0.107,-1.1600104331045944
59863,Market A,0.497,5.692922104435257
59869,Market A,19.621,16.44854633671394
59875,Market A,73.795,19.608929186609384
59881,Market A,34.73,39.14441011773861
59887,Market A,2.859,21.763176243538688
59893,Market A,0.646,4.048951638851418
59899,Market A,0.343,2.5134514679501914
59905,Market A,-1.366,2.2938221893918733
59911,Market A,-1.073,2.3796282414160848
59917,Market A,-0.953,1.3808684058946903
59923,Market A,-0.042,1.1847732243667815
59929,Market A,1.499,1.761472224899173
59935,Market A,5.181,4.603304521424991
59941,Market A,4.481,8.169391937450357
59947,Market A,0.008,3.5202314849297145
59953,Market A,0.791,1.1024562758828227
59959,Market A,9.486,9.375023426185905
59965,Market A,10.441,19.932187877067395
59971,Market A,9.221,19.09722493294111
59977,Market A,11.447,16.900037839762344
59983,Market A,13.836,20.901154570634134
59989,Market A,13.489,22.70520391428842
59995,Market A,23.557,17.302669702086757
60001,Market A,49.385,25.02993781940671
60007,Market A,129.757,65.37733339585044
60013,Market A,122.594,154.1463213036389
60019,Market A,55.352,118.8059571816293
60025,Market A,30.542,46.345732050986825
60031,Market A,12.491,28.860534945424085
60037,Market A,7.4,7.986276835268713
60043,Market A,7.993,4.772025095274204
60049,Market A,6.695,5.668722798495832
60055,Market A,5.124,6.273270211648351
60061,Market A,4.695,5.556257219112305
60067,Market A,7.035,3.9917272097970735
60073,Market A,6.807,8.714165287201233
60079,Market A,10.691,11.51923531393889
60085,Market A,13.633,16.237397660355672
60091,Market A,10.443,8.01840772077412
60097,Market A,7.904,6.844253318052395
60103,Market A,9.884,8.966025916271334
60109,Market A,8.478,9.177961286632037
60115,Market A,6.974,8.094735664240002
60121,Market A,7.271,7.617860576825386
60127,Market A,5.89,7.472691518808372
60133,Market A,17.404,8.998184700554146
60139,Market A,95.274,18.99861632028059
60145,Market A,44.213,88.41071055293179
60151,Market A,11.214,43.89555957899194
60157,Market A,6.716,24.057038036547315
60163,Market A,10.605,14.431402053614233
60169,Market A,5.113,8.554247690741613
60175,Market A,-0.974,6.476322562890468
60181,Market A,4.571,7.015593714930663
60187,Market A,26.022,12.12876625642533
60193,Market A,33.647,23.926911048238715
60199,Market A,30.614,48.519339424794346
60205,Market A,25.407,34.635530837628906
60211,Market A,10.663,24.907732423085413
60217,Market A,12.585,19.783417620951376
60223,Market A,16.482,26.99633050320408
60229,Market A,22.942,23.906893587648938
60235,Market A,21.243,19.820337457101115
60241,Market A,9.602,26.58467837293199
60247,Market A,1.21,9.777269115022357
60253,Market A,7.132,4.899661291826668
60259,Market A,15.279,8.994115178861296
60265,Market A,14.381,13.491658399784907
60271,Market A,13.222,12.912708807811825
60277,Market A,10.564,15.482932422651615
60283,Market A,15.332,15.288947887909073
60289,Market A,81.437,41.1659788308669
60295,Market A,117.591,126.8284050481179
60301,Market A,1010.317,153.34868517219303
60307,Market A,661.409,372.94213000098705
60313,Market A,125.571,313.6425731126862
60319,Market A,219.943,85.33129951284747
60325,Market A,236.603,137.75307026920626
60331,Market A,75.059,208.68006117577102
60337,Market A,118.168,51.85629295345086
60343,Market A,61.526,103.8286498096451
60349,Market A,74.42,49.26456125667559
60355,Market A,56.858,54.32865629920468
60361,Market A,27.207,54.649712126721525
60367,Market A,32.818,36.83357036474646
60373,Market A,18.826,48.9594034695441
60379,Market A,17.221,30.530332501252516
60385,Market A,17.131,43.16334448350543
60391,Market A,17.806,44.28325244707785
60397,Market A,18.429,45.89281015807623
60403,Market A,19.397,47.02506943269424
60409,Market A,21.083,46.344266411566394
60415,Market A,27.587,45.46221312987453
60421,Market A,28.833,41.53207536041323
60427,Market A,32.885,42.2678422198815
60433,Market A,34.089,55.07598147991747
60439,Market A,30.278,54.61050427862577
60445,Market A,108.211,69.54396515249331
60451,Market A,174.219,123.4209937154759
60457,Market A,89.525,107.17774625481937
60463,Market A,61.081,82.69402736490156
60469,Market A,12.14,46.0163278031977
60475,Market A,7.741,15.15738906412954
60481,Market A,5.703,9.562796878110271
60487,Market A,6.975,11.677420022379655
60493,Market A,7.452,14.413023475085764
60499,Market A,5.343,18.273542151053306
60505,Market A,6.16,18.68823394257627
60511,Market A,12.114,19.418731424787897
60517,Market A,9.729,28.72752605478491
60523,Market A,-0.139,14.648352066529595
60529,Market A,-0.072,4.83295216575851
60535,Market A,1.141,8.392620091444686
60541,Market A,3.326,9.551104487687482
60547,Market A,1.38,10.697103457774649
60553,Market A,1.72,5.541415585144046
60559,Market A,1.887,11.445801956762887
60565,Market A,0.149,11.188345801236842
60571,Market A,2.4,11.25592392941628
60577,Market A,-0.231,13.877841750625675
60583,Market A,-0.524,16.223198810969677
60589,Market A,1.103,31.234580435880464
60595,Market A,9.147,17.793945586588094
60601,Market A,5.186,6.254086649460058
60607,Market A,1.332,6.974101661174525
60613,Market A,4.215,7.885142157377011
60619,Market A,15.424,5.442381607722872
60625,Market A,11.754,15.12360268332991
60631,Market A,10.261,14.65216146322301
60637,Market A,4.322,14.115545256505712
60643,Market A,1.365,11.054038837139728
60649,Market A,3.246,10.565563384128824
60655,Market A,13.093,15.996053754519082
60661,Market A,15.028,31.100178490225456
60667,Market A,14.966,18.1030738993494
60673,Market A,14.526,21.611513451710735
60679,Market A,17.235,28.078810557132666
60685,Market A,24.218,24.281952681484753
60691,Market A,29.36,35.80979110843245
60697,Market A,24.044,36.25427355054762
60703,Market A,14.955,30.47378463473582
60709,Market A,19.577,31.020706914624014
60715,Market A,21.132,38.84242189792025
60721,Market A,26.32,40.05861955427762
60727,Market A,25.75,45.49089728306326
60733,Market A,32.524,48.374543914685944
60739,Market A,46.265,53.03964867271163
60745,Market A,43.329,54.90124756864439
60751,Market A,31.586,46.7724906447073
60757,Market A,21.204,34.49898630132523
60763,Market A,22.512,26.789464043195657
60769,Market A,21.524,23.958892556272257
60775,Market A,21.864,31.87014059995312
60781,Market A,19.768,24.16278517060052
60787,Market A,17.573,18.183877230479307
60793,Market A,14.938,23.263995676544212
60799,Market A,7.765,22.376917844228963
60805,Market A,-2.491,18.51625275613123
60811,Market A,-3.256,9.205044221366638
60817,Market A,95.138,1.2954352366375543
60823,Market A,117.035,55.98020742930621
60829,Market A,4.924,56.26474415672751
60835,Market A,60.021,19.342999641974057
60841,Market A,167.26,52.82748000189089
60847,Market A,613.145,111.77676916745116
60853,Market A,-17.96,314.0617445243081
60859,Market A,-26.929,-5.132429693429392
60865,Market A,-28.93,12.394227162247134
60871,Market A,-13.081,16.86756213886617
60877,Market A,23.315,15.974373716540075
60883,Market A,22.496,48.44934776737169
60889,Market A,24.007,43.02135052173347
60895,Market A,16.825,38.87084884049288
60901,Market A,12.364,43.14399423568835
60907,Market A,11.276,37.124296866657865
60913,Market A,10.151,32.28199593662702
60919,Market A,12.769,29.47368341387883
60925,Market A,13.691,36.67433211440866
60931,Market A,17.305,33.75218977293173
60937,Market A,17.983,28.081615150189737
60943,Market A,16.944,26.42238284947718
60949,Market A,15.677,26.21500547729356
60955,Market A,9.529,17.825315050396945
60961,Market A,5.828,15.080416079681637
60967,Market A,4.107,11.451829036880687
60973,Market A,2.755,12.914731580027906
60979,Market A,0.44,13.99876799639278
60985,Market A,0.113,11.301649362877333
60991,Market A,0.0,13.500067650931328
60997,Market A,0.0,7.655782841638579
61003,Market A,0.008,6.237964696698411
61009,Market A,3.213,8.984078411105623
