id,delivery_start,market,target,pred,fold
122395,2025-06-22 00:00:00,Market A,30.316,28.6863335259135,1
122396,2025-06-22 00:00:00,Market B,-1.495,27.94480587664852,1
122397,2025-06-22 00:00:00,Market C,24.019,27.336561039777106,1
122398,2025-06-22 00:00:00,Market F,21.961,26.509529160571336,1
122399,2025-06-22 00:00:00,Market D,23.377,27.41581800662958,1
122400,2025-06-22 00:00:00,Market E,-0.054,28.118116871506786,1
122401,2025-06-22 01:00:00,Market A,29.152,26.274442653721316,1
122402,2025-06-22 01:00:00,Market B,-2.261,20.266021286079702,1
122403,2025-06-22 01:00:00,Market C,20.619,3.0411326183481573,1
122404,2025-06-22 01:00:00,Market F,15.769,2.8207965333801535,1
122405,2025-06-22 01:00:00,Market D,20.284,-4.44221594367867,1
122406,2025-06-22 01:00:00,Market E,-0.873,-6.4971051853422335,1
122407,2025-06-22 02:00:00,Market A,27.678,-10.119780000069259,1
122408,2025-06-22 02:00:00,Market B,-1.986,-12.759447828067298,1
122409,2025-06-22 02:00:00,Market C,17.454,-13.986316856632445,1
122410,2025-06-22 02:00:00,Market F,17.224,-19.582355818253724,1
122411,2025-06-22 02:00:00,Market D,17.677,-18.523230944415744,1
122412,2025-06-22 02:00:00,Market E,-0.726,-10.644735918209683,1
122413,2025-06-22 03:00:00,Market A,24.109,-11.02223804875648,1
122414,2025-06-22 03:00:00,Market B,-2.358,4.4964709527407125,1
122415,2025-06-22 03:00:00,Market C,18.088,38.12636741222182,1
122416,2025-06-22 03:00:00,Market F,18.068,42.82476639877524,1
122417,2025-06-22 03:00:00,Market D,18.343,44.461124970803596,1
122418,2025-06-22 03:00:00,Market E,-1.22,43.99328645376374,1
122419,2025-06-22 04:00:00,Market A,24.031,42.04324439394898,1
122420,2025-06-22 04:00:00,Market B,-3.14,40.97143327192124,1
122421,2025-06-22 04:00:00,Market C,16.423,40.49269690755965,1
122422,2025-06-22 04:00:00,Market F,17.84,40.92827825651821,1
122423,2025-06-22 04:00:00,Market D,13.614,43.143315165821086,1
122424,2025-06-22 04:00:00,Market E,-1.613,42.301819059952216,1
122425,2025-06-22 05:00:00,Market A,20.641,44.23206736411676,1
122426,2025-06-22 05:00:00,Market B,-2.725,25.54151989446624,1
122427,2025-06-22 05:00:00,Market C,17.418,11.602526485251955,1
122428,2025-06-22 05:00:00,Market F,17.203,6.118869489985523,1
122429,2025-06-22 05:00:00,Market D,17.78,2.499048400976084,1
122430,2025-06-22 05:00:00,Market E,-1.637,-2.1854626324968076,1
122431,2025-06-22 06:00:00,Market A,10.066,-12.347105585822442,1
122432,2025-06-22 06:00:00,Market B,-1.853,-17.330366103443463,1
122433,2025-06-22 06:00:00,Market C,15.68,-12.534425565776047,1
122434,2025-06-22 06:00:00,Market F,16.541,-13.5035897072735,1
122435,2025-06-22 06:00:00,Market D,16.759,-7.479096130446679,1
122436,2025-06-22 06:00:00,Market E,-0.777,-2.375173183851455,1
122437,2025-06-22 07:00:00,Market A,3.346,-1.775039383975832,1
122438,2025-06-22 07:00:00,Market B,-1.902,35.74607588065773,1
122439,2025-06-22 07:00:00,Market C,13.546,66.26288000591525,1
122440,2025-06-22 07:00:00,Market F,12.933,60.23540101529389,1
122441,2025-06-22 07:00:00,Market D,13.305,65.37516747305082,1
122442,2025-06-22 07:00:00,Market E,-0.928,34.32984811859551,1
122443,2025-06-22 08:00:00,Market A,-0.893,35.50681617410664,1
122444,2025-06-22 08:00:00,Market B,-7.564,37.4306097251264,1
122445,2025-06-22 08:00:00,Market C,1.09,38.220178785489935,1
122446,2025-06-22 08:00:00,Market F,1.068,38.4771051192306,1
122447,2025-06-22 08:00:00,Market D,1.089,39.742085884485974,1
122448,2025-06-22 08:00:00,Market E,-5.84,45.61751629802069,1
122449,2025-06-22 09:00:00,Market A,-1.291,59.914527956226785,1
122450,2025-06-22 09:00:00,Market B,-9.821,34.885019091632515,1
122451,2025-06-22 09:00:00,Market C,0.355,9.534324065781659,1
122452,2025-06-22 09:00:00,Market F,-1.025,3.705830371054994,1
122453,2025-06-22 09:00:00,Market D,-0.888,-3.781821320804598,1
122454,2025-06-22 09:00:00,Market E,-8.469,-5.550981123681481,1
122455,2025-06-22 10:00:00,Market A,-1.782,-6.329163119794225,1
122456,2025-06-22 10:00:00,Market B,-10.484,-14.01689591188638,1
122457,2025-06-22 10:00:00,Market C,2.684,-13.920659921720667,1
122458,2025-06-22 10:00:00,Market F,-2.183,-10.38559523241902,1
122459,2025-06-22 10:00:00,Market D,-0.864,-11.81633567508565,1
122460,2025-06-22 10:00:00,Market E,-9.063,-15.281157613465655,1
122461,2025-06-22 11:00:00,Market A,-2.968,-6.554604980042951,1
122462,2025-06-22 11:00:00,Market B,-11.319,22.545188979564642,1
122463,2025-06-22 11:00:00,Market C,9.632,62.796175607196446,1
122464,2025-06-22 11:00:00,Market F,8.411,64.93606578585889,1
122465,2025-06-22 11:00:00,Market D,4.973,52.75965084797964,1
122466,2025-06-22 11:00:00,Market E,-10.367,48.631718938921516,1
122467,2025-06-22 12:00:00,Market A,-2.887,35.89281858694526,1
122468,2025-06-22 12:00:00,Market B,-11.368,42.472248679262776,1
122469,2025-06-22 12:00:00,Market C,13.0,38.37066342396045,1
122470,2025-06-22 12:00:00,Market F,3.523,40.67401888006131,1
122471,2025-06-22 12:00:00,Market D,6.204,53.21314686884877,1
122472,2025-06-22 12:00:00,Market E,-10.318,72.93834813614313,1
122473,2025-06-22 13:00:00,Market A,-3.088,99.01023688136478,1
122474,2025-06-22 13:00:00,Market B,-9.969,56.93922466799495,1
122475,2025-06-22 13:00:00,Market C,11.989,18.251779910657724,1
122476,2025-06-22 13:00:00,Market F,0.422,9.411973918216564,1
122477,2025-06-22 13:00:00,Market D,5.289,4.240496015152699,1
122478,2025-06-22 13:00:00,Market E,-9.293,5.421140880204487,1
122479,2025-06-22 14:00:00,Market A,-1.79,8.707857103066079,1
122480,2025-06-22 14:00:00,Market B,-9.082,12.491446418828179,1
122481,2025-06-22 14:00:00,Market C,14.226,20.998962177255265,1
122482,2025-06-22 14:00:00,Market F,-12.755,26.311787781276532,1
122483,2025-06-22 14:00:00,Market D,6.819,33.515453213653345,1
122484,2025-06-22 14:00:00,Market E,-8.119,37.74786095535242,1
122485,2025-06-22 15:00:00,Market A,-2.195,42.51843575667039,1
122486,2025-06-22 15:00:00,Market B,-8.004,64.69911990123768,1
122487,2025-06-22 15:00:00,Market C,12.105,97.32589532381134,1
122488,2025-06-22 15:00:00,Market F,-17.219,67.97219464703107,1
122489,2025-06-22 15:00:00,Market D,-7.929,69.54132459521978,1
122490,2025-06-22 15:00:00,Market E,-7.627,71.6171202783032,1
122491,2025-06-22 16:00:00,Market A,-1.561,71.96119308422483,1
122492,2025-06-22 16:00:00,Market B,-7.623,76.74210825448367,1
122493,2025-06-22 16:00:00,Market C,11.862,62.41462412944949,1
122494,2025-06-22 16:00:00,Market F,-20.576,61.27022440097155,1
122495,2025-06-22 16:00:00,Market D,1.311,66.55040736418422,1
122496,2025-06-22 16:00:00,Market E,-6.453,84.02266145574832,1
122497,2025-06-22 17:00:00,Market A,-0.55,92.88662878017102,1
122498,2025-06-22 17:00:00,Market B,-5.353,62.74347666972622,1
122499,2025-06-22 17:00:00,Market C,7.94,21.93454209790883,1
122500,2025-06-22 17:00:00,Market F,-19.091,12.978219704629561,1
122501,2025-06-22 17:00:00,Market D,-0.547,12.289131110305185,1
122502,2025-06-22 17:00:00,Market E,-4.537,12.064308640009319,1
122503,2025-06-22 18:00:00,Market A,16.547,15.714886751237339,1
122504,2025-06-22 18:00:00,Market B,-3.563,21.10265130442197,1
122505,2025-06-22 18:00:00,Market C,15.934,31.684839464099962,1
122506,2025-06-22 18:00:00,Market F,-13.55,33.007463375256044,1
122507,2025-06-22 18:00:00,Market D,-8.589,26.34533240032522,1
122508,2025-06-22 18:00:00,Market E,-2.234,31.76530059788559,1
122509,2025-06-22 19:00:00,Market A,33.118,39.34024938816545,1
122510,2025-06-22 19:00:00,Market B,1.618,55.28431121074992,1
122511,2025-06-22 19:00:00,Market C,30.025,87.83369015005462,1
122512,2025-06-22 19:00:00,Market F,-8.126,72.40836482542582,1
122513,2025-06-22 19:00:00,Market D,-5.425,55.504345108261106,1
122514,2025-06-22 19:00:00,Market E,3.75,55.89235556756113,1
122515,2025-06-22 20:00:00,Market A,47.011,61.51774796864745,1
122516,2025-06-22 20:00:00,Market B,21.088,61.47062055000738,1
122517,2025-06-22 20:00:00,Market C,32.481,66.79074228607321,1
122518,2025-06-22 20:00:00,Market F,18.542,57.611978365460935,1
122519,2025-06-22 20:00:00,Market D,28.917,73.85298820874623,1
122520,2025-06-22 20:00:00,Market E,22.495,60.23116953477756,1
122521,2025-06-22 21:00:00,Market A,56.347,69.63700124235311,1
122522,2025-06-22 21:00:00,Market B,20.911,47.193839328295105,1
122523,2025-06-22 21:00:00,Market C,32.504,15.43454423148588,1
122524,2025-06-22 21:00:00,Market F,23.25,5.55386061169602,1
122525,2025-06-22 21:00:00,Market D,29.307,4.5997899468688015,1
122526,2025-06-22 21:00:00,Market E,24.289,8.46033041620207,1
122527,2025-06-22 22:00:00,Market A,65.81,14.644043625979606,1
122528,2025-06-22 22:00:00,Market B,18.201,13.779392416271648,1
122529,2025-06-22 22:00:00,Market C,27.663,20.5544942928663,1
122530,2025-06-22 22:00:00,Market F,23.677,17.07363445367787,1
122531,2025-06-22 22:00:00,Market D,26.755,8.792231520834507,1
122532,2025-06-22 22:00:00,Market E,21.124,14.642110781975578,1
122533,2025-06-22 23:00:00,Market A,65.35,34.11556193555092,1
122534,2025-06-22 23:00:00,Market B,16.472,60.57156193598594,1
122535,2025-06-22 23:00:00,Market C,24.094,86.81959373912754,1
122536,2025-06-22 23:00:00,Market F,21.499,75.82783520538622,1
122537,2025-06-22 23:00:00,Market D,24.455,75.92538220495328,1
122538,2025-06-22 23:00:00,Market E,19.501,76.77212177813348,1
122539,2025-06-23 00:00:00,Market A,66.099,61.13495249109564,1
122540,2025-06-23 00:00:00,Market B,17.664,80.65637569381437,1
122541,2025-06-23 00:00:00,Market C,23.873,68.84782274012943,1
122542,2025-06-23 00:00:00,Market F,20.688,61.44338126621125,1
122543,2025-06-23 00:00:00,Market D,23.51,43.580021398732235,1
122544,2025-06-23 00:00:00,Market E,20.319,38.153063174450985,1
122545,2025-06-23 01:00:00,Market A,66.36,42.43106195430795,1
122546,2025-06-23 01:00:00,Market B,20.165,38.737561385691954,1
122547,2025-06-23 01:00:00,Market C,24.207,13.505518450684887,1
122548,2025-06-23 01:00:00,Market F,24.319,5.5064176904494655,1
122549,2025-06-23 01:00:00,Market D,25.947,1.1982230429564922,1
122550,2025-06-23 01:00:00,Market E,22.321,4.355541234302647,1
122551,2025-06-23 02:00:00,Market A,64.061,0.5197486870278851,1
122552,2025-06-23 02:00:00,Market B,21.549,8.559913986682993,1
122553,2025-06-23 02:00:00,Market C,26.2,17.11820312504387,1
122554,2025-06-23 02:00:00,Market F,25.672,19.036317009828608,1
122555,2025-06-23 02:00:00,Market D,26.714,15.036745345029546,1
122556,2025-06-23 02:00:00,Market E,22.663,12.992115280586985,1
