id,market,target,pred
59755,Market A,-22.098,-20.726986134520764
59761,Market A,-15.741,-26.046051930267957
59767,Market A,-19.143,-20.991808683476023
59773,Market A,-28.375,-26.975632109093873
59779,Market A,-31.386,-25.045568509710378
59785,Market A,-17.905,-19.255931936871114
59791,Market A,-4.008,-14.059308037715134
59797,Market A,-3.941,-1.0722887013371354
59803,Market A,-4.355,16.111693230350056
59809,Market A,-4.259,19.909913837130212
59815,Market A,-4.112,14.561556989615468
59821,Market A,-3.777,11.810498139564281
59827,Market A,-2.689,5.981234891034525
59833,Market A,-1.066,10.707709112636245
59839,Market A,-0.334,6.485641286453777
59845,Market A,-0.06,6.851324786945909
59851,Market A,-0.226,11.21195038951572
59857,Market A,-0.107,11.194144834768203
59863,Market A,0.497,1.1733074967208292
59869,Market A,19.621,13.636265084110768
59875,Market A,73.795,11.52259226171288
59881,Market A,34.73,32.28423383364834
59887,Market A,2.859,6.821840437177373
59893,Market A,0.646,5.404323788178468
59899,Market A,0.343,4.715987025647536
59905,Market A,-1.366,-2.1410547074165933
59911,Market A,-1.073,-4.6458537560503075
59917,Market A,-0.953,-6.813251357154961
59923,Market A,-0.042,-11.58477295103792
59929,Market A,1.499,-9.888307556225548
59935,Market A,5.181,-6.42379210634769
59941,Market A,4.481,-0.7971672766295868
59947,Market A,0.008,3.6727165360236427
59953,Market A,0.791,3.989633340153386
59959,Market A,9.486,11.992502396151984
59965,Market A,10.441,10.135824464224791
59971,Market A,9.221,15.511692830974894
59977,Market A,11.447,20.990963930474187
59983,Market A,13.836,17.37689364944824
59989,Market A,13.489,21.34751535798607
59995,Market A,23.557,23.940748456742664
60001,Market A,49.385,40.89001862680818
60007,Market A,129.757,88.59972115245357
60013,Market A,122.594,202.76229767619228
60019,Market A,55.352,77.37821884011939
60025,Market A,30.542,57.9094229693138
60031,Market A,12.491,27.615161865547996
60037,Market A,7.4,5.622433644406472
60043,Market A,7.993,7.233581288504661
60049,Market A,6.695,5.906305181577153
60055,Market A,5.124,5.516433908932967
60061,Market A,4.695,3.166003705180472
60067,Market A,7.035,3.4207101605274417
60073,Market A,6.807,-17.976048640060384
60079,Market A,10.691,-11.434887343060465
60085,Market A,13.633,0.99272911094425
60091,Market A,10.443,8.863757367541325
60097,Market A,7.904,7.7528580804294265
60103,Market A,9.884,8.430061224480667
60109,Market A,8.478,7.807043367908705
60115,Market A,6.974,11.932628450480756
60121,Market A,7.271,2.7668099483390876
60127,Market A,5.89,6.171678853130075
60133,Market A,17.404,8.388274340241892
60139,Market A,95.274,13.704655817043474
60145,Market A,44.213,56.406621690643284
60151,Market A,11.214,30.752932289949058
60157,Market A,6.716,18.945179858101355
60163,Market A,10.605,25.195968678524288
60169,Market A,5.113,21.502550682342143
60175,Market A,-0.974,16.72659945185923
60181,Market A,4.571,7.639764864834611
60187,Market A,26.022,9.490082322073745
60193,Market A,33.647,-5.963727721723086
60199,Market A,30.614,28.53789352331181
60205,Market A,25.407,17.743729371624653
60211,Market A,10.663,5.374095511494701
60217,Market A,12.585,16.50472840541977
60223,Market A,16.482,24.877818213259452
60229,Market A,22.942,30.098128789135423
60235,Market A,21.243,32.52613014921917
60241,Market A,9.602,9.978849787967386
60247,Market A,1.21,3.276086918130609
60253,Market A,7.132,3.569350432084015
60259,Market A,15.279,8.36111709401672
60265,Market A,14.381,14.145425614066086
60271,Market A,13.222,12.700854647359987
60277,Market A,10.564,22.555956766750995
60283,Market A,15.332,22.384470238139244
60289,Market A,81.437,40.819521260249076
60295,Market A,117.591,163.29438682115222
60301,Market A,1010.317,261.3901809837349
60307,Market A,661.409,492.0381175498237
60313,Market A,125.571,342.15945434127036
60319,Market A,219.943,91.32789665140068
60325,Market A,236.603,146.03049025001002
60331,Market A,75.059,245.58619915341092
60337,Market A,118.168,22.695936889421063
60343,Market A,61.526,72.90987926943441
60349,Market A,74.42,23.21427069724095
60355,Market A,56.858,32.8420703978733
60361,Market A,27.207,40.76608001329207
60367,Market A,32.818,23.28031166271441
60373,Market A,18.826,34.3767544657525
60379,Market A,17.221,-4.009950678911679
60385,Market A,17.131,3.524094791202849
60391,Market A,17.806,40.2263188412488
60397,Market A,18.429,44.53944222114647
60403,Market A,19.397,40.95070477938142
60409,Market A,21.083,37.65645678345843
60415,Market A,27.587,35.105852105832916
60421,Market A,28.833,27.813681554999413
60427,Market A,32.885,21.005484837685763
60433,Market A,34.089,36.60657878989325
60439,Market A,30.278,43.25826015078688
60445,Market A,108.211,84.9338307570323
60451,Market A,174.219,129.7989798279978
60457,Market A,89.525,104.47118959105475
60463,Market A,61.081,51.34263370115307
60469,Market A,12.14,16.895542212177318
60475,Market A,7.741,1.8912114222187277
60481,Market A,5.703,-6.22689699635616
60487,Market A,6.975,-8.27908958550914
60493,Market A,7.452,-0.7516334937815969
60499,Market A,5.343,-3.3993818105108087
60505,Market A,6.16,4.965463662965597
60511,Market A,12.114,10.968216468085785
