id,market,target,pred
66955,Market A,19.332,16.959938846264343
66961,Market A,14.068,21.96014580775544
66967,Market A,17.789,24.74009893087939
66973,Market A,29.77,26.673124037563973
66979,Market A,38.357,30.513899082308725
66985,Market A,29.998,30.625073666611588
66991,Market A,14.854,23.447529027736344
66997,Market A,12.881,27.772603717415542
67003,Market A,8.786,26.84362150641848
67009,Market A,3.09,23.737037422700276
67015,Market A,0.099,22.0428526546142
67021,Market A,-0.826,21.33179450352508
67027,Market A,-4.559,21.298115067424348
67033,Market A,4.71,20.432437632412018
67039,Market A,9.263,18.77831027010047
67045,Market A,25.249,54.29175902311061
67051,Market A,41.983,49.60352193931225
67057,Market A,19.043,12.85064121904324
67063,Market A,15.644,18.382683031455286
67069,Market A,17.771,30.00678043140671
67075,Market A,18.651,30.928766429730203
67081,Market A,32.305,18.736630011238134
67087,Market A,33.873,13.976048603509064
67093,Market A,27.527,11.72955841459521
67099,Market A,41.66,19.589824200697073
67105,Market A,40.831,20.576198628637897
67111,Market A,33.212,15.739419308175904
67117,Market A,15.574,18.833208162504924
67123,Market A,5.085,22.092342851537317
67129,Market A,5.172,19.565198022519446
67135,Market A,10.031,22.358847939450293
67141,Market A,6.613,22.300763767476802
67147,Market A,0.284,20.502055826994244
67153,Market A,-0.222,15.61904538756312
67159,Market A,-0.206,17.370565298124426
67165,Market A,-0.405,17.25626122320447
67171,Market A,11.007,20.657843626578725
67177,Market A,25.065,40.17106937059547
67183,Market A,26.349,46.355208019055155
67189,Market A,32.994,52.24832691788147
67195,Market A,22.999,59.11452727505389
67201,Market A,23.461,59.006698721731055
67207,Market A,22.15,61.431871552748724
67213,Market A,61.744,72.37205585098076
67219,Market A,264.108,86.18731362728286
67225,Market A,66.791,137.5745527490564
67231,Market A,27.564,22.81979290326771
67237,Market A,19.892,20.187920848570286
67243,Market A,26.068,32.23771691969446
67249,Market A,18.451,27.388062382236207
67255,Market A,14.649,26.371670657711903
67261,Market A,18.136,25.078221852619613
67267,Market A,24.43,33.407303043095624
67273,Market A,25.37,32.100056047059034
67279,Market A,20.177,28.42029533910896
67285,Market A,17.132,29.07064035046561
67291,Market A,13.893,20.382542719603926
67297,Market A,11.648,19.769797773833066
67303,Market A,11.552,23.072874562293254
67309,Market A,15.107,26.12914927189664
67315,Market A,12.836,47.949506564787995
67321,Market A,10.154,60.6987011069706
67327,Market A,9.858,48.45095274839026
67333,Market A,14.8,59.06650470704198
67339,Market A,34.178,70.30184056248135
67345,Market A,37.119,92.63803491230018
67351,Market A,86.444,105.08900058976172
67357,Market A,458.39,165.06245133941496
67363,Market A,391.546,578.018559012686
67369,Market A,93.374,332.33975716901784
67375,Market A,59.619,68.69888702690989
67381,Market A,45.193,46.26588688348712
67387,Market A,30.708,41.6603564457499
67393,Market A,25.883,34.375097217015444
67399,Market A,19.265,32.543813091975785
67405,Market A,21.698,42.91093266190317
67411,Market A,39.717,66.06840155870464
67417,Market A,24.474,68.90855463136947
67423,Market A,24.884,61.678781709893336
67429,Market A,21.646,45.94241511219084
67435,Market A,19.068,26.0414121261012
67441,Market A,17.991,27.74733886420057
67447,Market A,15.579,40.23357218933843
67453,Market A,13.381,29.26363395944411
67459,Market A,13.623,52.7880134994189
67465,Market A,13.666,72.64414343210564
67471,Market A,16.435,63.78040773754173
67477,Market A,19.405,50.397617514381544
67483,Market A,21.331,68.11480312525742
67489,Market A,20.428,72.03390498948298
67495,Market A,23.764,67.76726286181591
67501,Market A,33.714,64.61845821680623
67507,Market A,35.04,82.80442022032634
67513,Market A,23.1,37.00058559342364
67519,Market A,24.787,28.765847751088934
67525,Market A,30.173,50.56965113871437
67531,Market A,27.436,29.2169549655013
67537,Market A,21.589,31.602695980621736
67543,Market A,12.959,27.56991141814354
67549,Market A,11.581,28.0551257755045
67555,Market A,8.941,26.328323264100085
67561,Market A,11.767,28.97241864894481
67567,Market A,14.334,31.811384499485392
67573,Market A,12.359,29.57777280394197
67579,Market A,11.252,24.39675863993596
67585,Market A,12.879,22.265278726290845
67591,Market A,16.506,25.65125820922499
67597,Market A,20.767,26.06444134448233
67603,Market A,25.954,51.70688447638915
67609,Market A,31.483,49.023918174750904
67615,Market A,29.704,41.26789764143624
67621,Market A,27.073,40.11898204458491
67627,Market A,23.726,31.599962651912485
67633,Market A,26.055,27.428585098684273
67639,Market A,18.687,38.097963484825534
67645,Market A,27.627,48.7025933857275
67651,Market A,23.731,48.96699205696432
67657,Market A,24.343,18.39333935360488
67663,Market A,25.736,12.531175545117165
67669,Market A,38.102,21.31307752437694
67675,Market A,39.299,29.027736704593828
67681,Market A,13.695,28.804346292080623
67687,Market A,17.819,25.13449782445243
67693,Market A,20.692,23.17135947484164
67699,Market A,55.182,30.40849956487996
67705,Market A,46.162,40.68482628061898
67711,Market A,27.497,40.043035273347485
67717,Market A,20.071,32.23437759991135
67723,Market A,13.765,22.31560576987085
67729,Market A,-6.765,28.660048984317562
67735,Market A,-35.295,24.283190834875946
67741,Market A,-37.581,25.4105883497364
67747,Market A,-37.363,40.2567434315279
67753,Market A,-37.045,46.543834234017034
67759,Market A,-37.109,45.217936133899194
67765,Market A,-39.582,39.97409966758559
67771,Market A,-18.769,38.87952385990408
67777,Market A,-1.188,32.80353489570749
67783,Market A,-0.099,44.24374012264757
67789,Market A,0.777,35.00486889815161
67795,Market A,11.567,46.60038975590548
67801,Market A,17.021,23.88020518705548
67807,Market A,22.075,22.104894492529404
67813,Market A,21.938,22.049387206303813
67819,Market A,22.198,28.876293466025658
67825,Market A,20.037,20.043425849577993
67831,Market A,18.512,22.654757186746018
67837,Market A,14.922,19.728613932537733
67843,Market A,14.139,22.245332269855858
